N°,NIVEL,DEPARTAMENTO,PROVINCIA,MUNICIPIO/TIOC,ÁREA,NÚMERO DE HOGARES | 2001 | Total hogares,NÚMERO DE HOGARES | 2001 | Vehículo automotor | Tiene,NÚMERO DE HOGARES | 2001 | Vehículo automotor | No tiene,NÚMERO DE HOGARES | 2001 | Bicicleta | Tiene,NÚMERO DE HOGARES | 2001 | Bicicleta | No tiene,NÚMERO DE HOGARES | 2001 | Motocicleta o cuadratrack | Tiene,NÚMERO DE HOGARES | 2001 | Motocicleta o cuadratrack | No tiene,NÚMERO DE HOGARES | 2012 | Total hogares,NÚMERO DE HOGARES | 2012 | Vehículo automotor | Tiene,NÚMERO DE HOGARES | 2012 | Vehículo automotor | No tiene,NÚMERO DE HOGARES | 2012 | Bicicleta | Tiene,NÚMERO DE HOGARES | 2012 | Bicicleta | No tiene,NÚMERO DE HOGARES | 2012 | Motocicleta o cuadratrack | Tiene,NÚMERO DE HOGARES | 2012 | Motocicleta o cuadratrack | No tiene,NÚMERO DE HOGARES | 2012 | Carreta o carretón | Tiene,NÚMERO DE HOGARES | 2012 | Carreta o carretón | No tiene,NÚMERO DE HOGARES | 2012 | Deslizador o balsa o canoa o bote | Tiene,NÚMERO DE HOGARES | 2012 | Deslizador o balsa o canoa o bote | No tiene,NÚMERO DE HOGARES | 2024 | Total hogares,NÚMERO DE HOGARES | 2024 | Vehículo automotor | Tiene,NÚMERO DE HOGARES | 2024 | Vehículo automotor | No tiene,NÚMERO DE HOGARES | 2024 | Vehículo automotor | Sin especificar,NÚMERO DE HOGARES | 2024 | Bicicleta | Tiene,NÚMERO DE HOGARES | 2024 | Bicicleta | No tiene,NÚMERO DE HOGARES | 2024 | Bicicleta | Sin especificar,NÚMERO DE HOGARES | 2024 | Motocicleta o cuadratrack | Tiene,NÚMERO DE HOGARES | 2024 | Motocicleta o cuadratrack | No tiene,NÚMERO DE HOGARES | 2024 | Motocicleta o cuadratrack | Sin especificar,NÚMERO DE HOGARES | 2024 | Carreta o carretón | Tiene,NÚMERO DE HOGARES | 2024 | Carreta o carretón | No tiene,NÚMERO DE HOGARES | 2024 | Carreta o carretón | Sin especificar,NÚMERO DE HOGARES | 2024 | Deslizador o balsa o canoa o bote | Tiene,NÚMERO DE HOGARES | 2024 | Deslizador o balsa o canoa o bote | No tiene,NÚMERO DE HOGARES | 2024 | Deslizador o balsa o canoa o bote | Sin especificar,DISTRIBUCIÓN PORCENTUAL (1) | 2001 | Vehículo automotor | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2001 | Vehículo automotor | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2001 | Bicicleta | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2001 | Bicicleta | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2001 | Motocicleta o cuadratrack | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2001 | Motocicleta o cuadratrack | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2012 | Vehículo automotor | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2012 | Vehículo automotor | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2012 | Bicicleta | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2012 | Bicicleta | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2012 | Motocicleta o cuadratrack | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2012 | Motocicleta o cuadratrack | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2012 | Carreta o carretón | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2012 | Carreta o carretón | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2012 | Deslizador o balsa o canoa o bote | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2012 | Deslizador o balsa o canoa o bote | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2024 | Vehículo automotor | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2024 | Vehículo automotor | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2024 | Bicicleta | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2024 | Bicicleta | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2024 | Motocicleta o cuadratrack | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2024 | Motocicleta o cuadratrack | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2024 | Carreta o carretón | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2024 | Carreta o carretón | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2024 | Deslizador o balsa o canoa o bote | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | 2024 | Deslizador o balsa o canoa o bote | No tiene
1195,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Julián,San Julián,7536.0,651,6885,5571,1965,369,7167,12767.0,2534,10233,3716,9051,5746,7021,369,12398,92,12675,14448.0,4088,9671,689,3665,10098,685,8649,5112,687,401,13356,691,167,13591,690,8.638535,91.361465,73.9251592,26.0748408,4.8964968,95.1035032,19.8480457,80.1519543,29.1062897,70.8937103,45.0066578,54.9933422,2.890264,97.109736,0.7206078,99.2793922,29.7114616,70.2885384,26.6293686,73.3706314,62.851537,37.148463,2.9148797,97.0851203,1.2138392,98.7861608
1196,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Julián,Urbana,1395.0,136,1259,909,486,144,1251,4926.0,1029,3897,1213,3713,2370,2556,57,4869,9,4917,7582.0,2202,5125,255,2039,5289,254,4947,2380,255,92,7234,256,77,7249,256,9.7491039,90.2508961,65.1612903,34.8387097,10.3225806,89.6774194,20.8891596,79.1108404,24.6244417,75.3755583,48.1120585,51.8879415,1.1571255,98.8428745,0.182704,99.817296,30.0532278,69.9467722,27.8247817,72.1752183,67.5174014,32.4825986,1.2558013,98.7441987,1.0510511,98.9489489
1197,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Julián,Rural,6141.0,515,5626,4662,1479,225,5916,7841.0,1505,6336,2503,5338,3376,4465,312,7529,83,7758,6866.0,1886,4546,434,1626,4809,431,3702,2732,432,309,6122,435,90,6342,434,8.3862563,91.6137437,75.9159746,24.0840254,3.6638984,96.3361016,19.1939804,80.8060196,31.9219487,68.0780513,43.0557327,56.9442673,3.9790843,96.0209157,1.0585385,98.9414615,29.3221393,70.6778607,25.2680653,74.7319347,57.538079,42.461921,4.8048515,95.1951485,1.3992537,98.6007463
1198,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Antonio de Lomerio,San Antonio de Lomerio,954.0,44,910,235,719,52,902,1146.0,39,1107,100,1046,512,634,14,1132,3,1143,1475.0,65,1296,114,106,1257,112,899,465,111,13,1350,112,6,1356,113,4.6121593,95.3878407,24.6331237,75.3668763,5.4507338,94.5492662,3.4031414,96.5968586,8.7260035,91.2739965,44.6771379,55.3228621,1.2216405,98.7783595,0.2617801,99.7382199,4.7759001,95.2240999,7.7769626,92.2230374,65.9090909,34.0909091,0.9537784,99.0462216,0.4405286,99.5594714
1199,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Antonio de Lomerio,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Antonio de Lomerio,Rural,954.0,44,910,235,719,52,902,1146.0,39,1107,100,1046,512,634,14,1132,3,1143,1475.0,65,1296,114,106,1257,112,899,465,111,13,1350,112,6,1356,113,4.6121593,95.3878407,24.6331237,75.3668763,5.4507338,94.5492662,3.4031414,96.5968586,8.7260035,91.2739965,44.6771379,55.3228621,1.2216405,98.7783595,0.2617801,99.7382199,4.7759001,95.2240999,7.7769626,92.2230374,65.9090909,34.0909091,0.9537784,99.0462216,0.4405286,99.5594714
1201,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Ramón,San Ramón,1086.0,121,965,402,684,47,1039,1685.0,262,1423,228,1457,728,957,18,1667,7,1678,2433.0,401,1886,146,370,1923,140,1428,860,145,29,2258,146,21,2266,146,11.1418048,88.8581952,37.0165746,62.9834254,4.3278085,95.6721915,15.5489614,84.4510386,13.5311573,86.4688427,43.2047478,56.7952522,1.0682493,98.9317507,0.4154303,99.5845697,17.5338872,82.4661128,16.1360663,83.8639337,62.4125874,37.5874126,1.2680367,98.7319633,0.9182335,99.0817665
1202,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Ramón,Urbana,928.0,104,824,372,556,37,891,1446.0,228,1218,201,1245,629,817,8,1438,5,1441,1959.0,299,1548,112,334,1516,109,1150,697,112,19,1827,113,15,1831,113,11.2068966,88.7931034,40.0862069,59.9137931,3.987069,96.012931,15.7676349,84.2323651,13.9004149,86.0995851,43.4993084,56.5006916,0.5532503,99.4467497,0.3457815,99.6542185,16.1884136,83.8115864,18.0540541,81.9459459,62.2631294,37.7368706,1.0292524,98.9707476,0.8125677,99.1874323
1203,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Ramón,Rural,158.0,17,141,30,128,10,148,239.0,34,205,27,212,99,140,10,229,2,237,474.0,102,338,34,36,407,31,278,163,33,10,431,33,6,435,33,10.7594937,89.2405063,18.9873418,81.0126582,6.3291139,93.6708861,14.2259414,85.7740586,11.2970711,88.7029289,41.4225941,58.5774059,4.1841004,95.8158996,0.8368201,99.1631799,23.1818182,76.8181818,8.1264108,91.8735892,63.0385488,36.9614512,2.2675737,97.7324263,1.3605442,98.6394558
1204,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,Cuatro Cañadas,Cuatro Cañadas,3321.0,579,2742,1820,1501,155,3166,5058.0,1446,3612,1496,3562,1547,3511,888,4170,25,5033,6551.0,1930,4335,286,2010,4254,287,3096,3169,286,753,5511,287,102,6161,288,17.4345077,82.5654923,54.8027702,45.1972298,4.6672689,95.3327311,28.5883749,71.4116251,29.5769079,70.4230921,30.5852115,69.4147885,17.5563464,82.4436536,0.4942665,99.5057335,30.8060654,69.1939346,32.0881226,67.9118774,49.4173982,50.5826018,12.0210728,87.9789272,1.6286125,98.3713875
1205,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,Cuatro Cañadas,Urbana,970.0,145,825,551,419,82,888,2076.0,495,1581,589,1487,774,1302,37,2039,3,2073,3053.0,825,2060,168,910,1975,168,1634,1252,167,38,2847,168,28,2857,168,14.9484536,85.0515464,56.8041237,43.1958763,8.4536082,91.5463918,23.8439306,76.1560694,28.371869,71.628131,37.283237,62.716763,1.7822736,98.2177264,0.1445087,99.8554913,28.5961872,71.4038128,31.542461,68.457539,56.6181566,43.3818434,1.3171577,98.6828423,0.9705373,99.0294627
1206,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,Cuatro Cañadas,Rural,2351.0,434,1917,1269,1082,73,2278,2982.0,951,2031,907,2075,773,2209,851,2131,22,2960,3498.0,1105,2275,118,1100,2279,119,1462,1917,119,715,2664,119,74,3304,120,18.4602297,81.5397703,53.9770311,46.0229689,3.1050617,96.8949383,31.8913481,68.1086519,30.4158283,69.5841717,25.9221999,74.0778001,28.537894,71.462106,0.7377599,99.2622401,32.6923077,67.3076923,32.5540101,67.4459899,43.2672388,56.7327612,21.1601065,78.8398935,2.1906454,97.8093546
1207,Provincia,Santa Cruz,Ángel Sandoval,,Ángel Sandoval,2334.0,221,2113,1425,909,81,2253,3215.0,538,2677,1441,1774,712,2503,80,3135,31,3184,4145.0,704,3118,323,1562,2261,322,1901,1921,323,75,3748,322,69,3753,323,9.4687232,90.5312768,61.0539846,38.9460154,3.470437,96.529563,16.7340591,83.2659409,44.8211509,55.1788491,22.1461897,77.8538103,2.4883359,97.5116641,0.9642302,99.0357698,18.4196756,81.5803244,40.8579649,59.1420351,49.7383569,50.2616431,1.9618101,98.0381899,1.8053375,98.1946625
1208,Provincia,Santa Cruz,Ángel Sandoval,,Urbana,1009.0,169,840,696,313,55,954,1501.0,342,1159,696,805,412,1089,10,1491,6,1495,2079.0,454,1494,131,960,988,131,1005,943,131,10,1938,131,28,1920,131,16.7492567,83.2507433,68.9791873,31.0208127,5.4509415,94.5490585,22.7848101,77.2151899,46.3690873,53.6309127,27.4483678,72.5516322,0.6662225,99.3337775,0.3997335,99.6002665,23.3059548,76.6940452,49.2813142,50.7186858,51.5913758,48.4086242,0.513347,99.486653,1.4373717,98.5626283
1209,Provincia,Santa Cruz,Ángel Sandoval,,Rural,1325.0,52,1273,729,596,26,1299,1714.0,196,1518,745,969,300,1414,70,1644,25,1689,2066.0,250,1624,192,602,1273,191,896,978,192,65,1810,191,41,1833,192,3.9245283,96.0754717,55.0188679,44.9811321,1.9622642,98.0377358,11.4352392,88.5647608,43.4655776,56.5344224,17.5029172,82.4970828,4.084014,95.915986,1.4585764,98.5414236,13.3404482,86.6595518,32.1066667,67.8933333,47.8121665,52.1878335,3.4666667,96.5333333,2.1878335,97.8121665
1210,Municipio/TIOC,Santa Cruz,Ángel Sandoval,San Matías,San Matías,2334.0,221,2113,1425,909,81,2253,3215.0,538,2677,1441,1774,712,2503,80,3135,31,3184,4145.0,704,3118,323,1562,2261,322,1901,1921,323,75,3748,322,69,3753,323,9.4687232,90.5312768,61.0539846,38.9460154,3.470437,96.529563,16.7340591,83.2659409,44.8211509,55.1788491,22.1461897,77.8538103,2.4883359,97.5116641,0.9642302,99.0357698,18.4196756,81.5803244,40.8579649,59.1420351,49.7383569,50.2616431,1.9618101,98.0381899,1.8053375,98.1946625
1211,Municipio/TIOC,Santa Cruz,Ángel Sandoval,San Matías,Urbana,1009.0,169,840,696,313,55,954,1501.0,342,1159,696,805,412,1089,10,1491,6,1495,2079.0,454,1494,131,960,988,131,1005,943,131,10,1938,131,28,1920,131,16.7492567,83.2507433,68.9791873,31.0208127,5.4509415,94.5490585,22.7848101,77.2151899,46.3690873,53.6309127,27.4483678,72.5516322,0.6662225,99.3337775,0.3997335,99.6002665,23.3059548,76.6940452,49.2813142,50.7186858,51.5913758,48.4086242,0.513347,99.486653,1.4373717,98.5626283
1212,Municipio/TIOC,Santa Cruz,Ángel Sandoval,San Matías,Rural,1325.0,52,1273,729,596,26,1299,1714.0,196,1518,745,969,300,1414,70,1644,25,1689,2066.0,250,1624,192,602,1273,191,896,978,192,65,1810,191,41,1833,192,3.9245283,96.0754717,55.0188679,44.9811321,1.9622642,98.0377358,11.4352392,88.5647608,43.4655776,56.5344224,17.5029172,82.4970828,4.084014,95.915986,1.4585764,98.5414236,13.3404482,86.6595518,32.1066667,67.8933333,47.8121665,52.1878335,3.4666667,96.5333333,2.1878335,97.8121665
1213,Provincia,Santa Cruz,Manuel María Caballero,,Manuel María Caballero,4782.0,446,4336,2338,2444,302,4480,6422.0,1467,4955,2327,4095,1341,5081,69,6353,26,6396,7743.0,3015,4439,289,2429,5027,287,3159,4296,288,155,7296,292,72,7378,293,9.3266416,90.6733584,48.8916771,51.1083229,6.3153492,93.6846508,22.843351,77.156649,36.2348178,63.7651822,20.8813454,79.1186546,1.0744316,98.9255684,0.4048583,99.5951417,40.4480816,59.5519184,32.5777897,67.4222103,42.3742455,57.6257545,2.0802577,97.9197423,0.966443,99.033557
1214,Provincia,Santa Cruz,Manuel María Caballero,,Urbana,1541.0,171,1370,758,783,115,1426,2423.0,544,1879,952,1471,581,1842,38,2385,12,2411,3217.0,1137,1959,121,1176,1920,121,1265,1831,121,56,3040,121,37,3059,121,11.0966905,88.9033095,49.1888384,50.8111616,7.4626866,92.5373134,22.4515064,77.5484936,39.2901362,60.7098638,23.978539,76.021461,1.5683038,98.4316962,0.4952538,99.5047462,36.7248062,63.2751938,37.9844961,62.0155039,40.8591731,59.1408269,1.8087855,98.1912145,1.1950904,98.8049096
1215,Provincia,Santa Cruz,Manuel María Caballero,,Rural,3241.0,275,2966,1580,1661,187,3054,3999.0,923,3076,1375,2624,760,3239,31,3968,14,3985,4526.0,1878,2480,168,1253,3107,166,1894,2465,167,99,4256,171,35,4319,172,8.4850355,91.5149645,48.7503857,51.2496143,5.7698241,94.2301759,23.0807702,76.9192298,34.3835959,65.6164041,19.0047512,80.9952488,0.7751938,99.2248062,0.3500875,99.6499125,43.093162,56.906838,28.7385321,71.2614679,43.4503326,56.5496674,2.2732491,97.7267509,0.8038585,99.1961415
1216,Municipio/TIOC,Santa Cruz,Manuel María Caballero,Comarapa,Comarapa,3577.0,332,3245,1692,1885,222,3355,4639.0,1114,3525,1696,2943,927,3712,45,4594,20,4619,5754.0,2284,3271,199,1816,3740,198,2277,3279,198,118,5434,202,43,5508,203,9.2815208,90.7184792,47.3022086,52.6977914,6.2063181,93.7936819,24.0137961,75.9862039,36.5596034,63.4403966,19.9827549,80.0172451,0.9700366,99.0299634,0.4311274,99.5688726,41.1161116,58.8838884,32.6853852,67.3146148,40.9827214,59.0172786,2.1253602,97.8746398,0.7746352,99.2253648
1217,Municipio/TIOC,Santa Cruz,Manuel María Caballero,Comarapa,Urbana,982.0,119,863,444,538,86,896,1507.0,358,1149,600,907,348,1159,28,1479,8,1499,2031.0,696,1262,73,766,1192,73,698,1260,73,34,1924,73,14,1944,73,12.1181263,87.8818737,45.2138493,54.7861507,8.7576375,91.2423625,23.7558062,76.2441938,39.8142004,60.1857996,23.0922362,76.9077638,1.857996,98.142004,0.530856,99.469144,35.546476,64.453524,39.1215526,60.8784474,35.648621,64.351379,1.7364658,98.2635342,0.7150153,99.2849847
1218,Municipio/TIOC,Santa Cruz,Manuel María Caballero,Comarapa,Rural,2595.0,213,2382,1248,1347,136,2459,3132.0,756,2376,1096,2036,579,2553,17,3115,12,3120,3723.0,1588,2009,126,1050,2548,125,1579,2019,125,84,3510,129,29,3564,130,8.2080925,91.7919075,48.0924855,51.9075145,5.2408478,94.7591522,24.137931,75.862069,34.9936143,65.0063857,18.48659,81.51341,0.5427842,99.4572158,0.3831418,99.6168582,44.147901,55.852099,29.1828794,70.8171206,43.8854919,56.1145081,2.3372287,97.6627713,0.807125,99.192875
1219,Municipio/TIOC,Santa Cruz,Manuel María Caballero,Saipina,Saipina,1205.0,114,1091,646,559,80,1125,1783.0,353,1430,631,1152,414,1369,24,1759,6,1777,1989.0,731,1168,90,613,1287,89,882,1017,90,37,1862,90,29,1870,90,9.4605809,90.5394191,53.6099585,46.3900415,6.6390041,93.3609959,19.7980931,80.2019069,35.3897925,64.6102075,23.2192933,76.7807067,1.346046,98.653954,0.3365115,99.6634885,38.4939442,61.5060558,32.2631579,67.7368421,46.4454976,53.5545024,1.9483939,98.0516061,1.5271195,98.4728805
1220,Municipio/TIOC,Santa Cruz,Manuel María Caballero,Saipina,Urbana,559.0,52,507,314,245,29,530,916.0,186,730,352,564,233,683,10,906,4,912,1186.0,441,697,48,410,728,48,567,571,48,22,1116,48,23,1115,48,9.3023256,90.6976744,56.1717352,43.8282648,5.1878354,94.8121646,20.3056769,79.6943231,38.4279476,61.5720524,25.4366812,74.5633188,1.0917031,98.9082969,0.4366812,99.5633188,38.7521968,61.2478032,36.0281195,63.9718805,49.8242531,50.1757469,1.9332162,98.0667838,2.0210896,97.9789104
1221,Municipio/TIOC,Santa Cruz,Manuel María Caballero,Saipina,Rural,646.0,62,584,332,314,51,595,867.0,167,700,279,588,181,686,14,853,2,865,803.0,290,471,42,203,559,41,315,446,42,15,746,42,6,755,42,9.5975232,90.4024768,51.3931889,48.6068111,7.8947368,92.1052632,19.2618224,80.7381776,32.1799308,67.8200692,20.8765859,79.1234141,1.6147636,98.3852364,0.2306805,99.7693195,38.107753,61.892247,26.6404199,73.3595801,41.3929041,58.6070959,1.9710907,98.0289093,0.7884363,99.2115637
1222,Provincia,Santa Cruz,Germán Busch,,Germán Busch,6562.0,1596,4966,2934,3628,183,6379,9927.0,2824,7103,2986,6941,1184,8743,83,9844,45,9882,12246.0,4023,7332,891,3576,7786,884,3211,8145,890,354,11001,891,190,11166,890,24.3218531,75.6781469,44.7119781,55.2880219,2.7887839,97.2112161,28.447668,71.552332,30.0795809,69.9204191,11.9270676,88.0729324,0.8361036,99.1638964,0.4533092,99.5466908,35.4293263,64.5706737,31.4733322,68.5266678,28.2758013,71.7241987,3.1175694,96.8824306,1.6731243,98.3268757
1223,Provincia,Santa Cruz,Germán Busch,,Urbana,5375.0,1461,3914,2537,2838,159,5216,8064.0,2497,5567,2388,5676,1014,7050,45,8019,35,8029,9184.0,3340,5212,632,2948,5609,627,2458,6095,631,72,8480,632,157,8395,632,27.1813953,72.8186047,47.2,52.8,2.9581395,97.0418605,30.9647817,69.0352183,29.6130952,70.3869048,12.5744048,87.4255952,0.5580357,99.4419643,0.4340278,99.5659722,39.0551918,60.9448082,34.4513264,65.5486736,28.7384543,71.2615457,0.8419083,99.1580917,1.8358279,98.1641721
1224,Provincia,Santa Cruz,Germán Busch,,Rural,1187.0,135,1052,397,790,24,1163,1863.0,327,1536,598,1265,170,1693,38,1825,10,1853,3062.0,683,2120,259,628,2177,257,753,2050,259,282,2521,259,33,2771,258,11.3732098,88.6267902,33.4456613,66.5543387,2.021904,97.978096,17.5523349,82.4476651,32.0987654,67.9012346,9.1250671,90.8749329,2.0397209,97.9602791,0.5367687,99.4632313,24.3667499,75.6332501,22.3885918,77.6114082,26.8640742,73.1359258,10.0606493,89.9393507,1.1768902,98.8231098
1225,Municipio/TIOC,Santa Cruz,Germán Busch,Puerto Suárez,Puerto Suárez,3006.0,771,2235,1401,1605,74,2932,4554.0,1355,3199,1393,3161,509,4045,31,4523,21,4533,4859.0,1655,2863,341,1405,3115,339,1219,3299,341,97,4421,341,75,4444,340,25.6487026,74.3512974,46.6067864,53.3932136,2.4617432,97.5382568,29.7540624,70.2459376,30.5884936,69.4115064,11.1769873,88.8230127,0.6807202,99.3192798,0.4611331,99.5388669,36.6312528,63.3687472,31.0840708,68.9159292,26.980965,73.019035,2.1469677,97.8530323,1.6596592,98.3403408
1226,Municipio/TIOC,Santa Cruz,Germán Busch,Puerto Suárez,Urbana,2299.0,676,1623,1113,1186,61,2238,3590.0,1152,2438,1098,2492,423,3167,17,3573,18,3572,3361.0,1243,1910,208,1051,2103,207,853,2300,208,22,3131,208,58,3095,208,29.4040887,70.5959113,48.4123532,51.5876468,2.6533275,97.3466725,32.0891365,67.9108635,30.5849582,69.4150418,11.7827298,88.2172702,0.4735376,99.5264624,0.5013928,99.4986072,39.422772,60.577228,33.3227647,66.6772353,27.0535997,72.9464003,0.6977482,99.3022518,1.8395179,98.1604821
1227,Municipio/TIOC,Santa Cruz,Germán Busch,Puerto Suárez,Rural,707.0,95,612,288,419,13,694,964.0,203,761,295,669,86,878,14,950,3,961,1498.0,412,953,133,354,1012,132,366,999,133,75,1290,133,17,1349,132,13.437058,86.562942,40.7355021,59.2644979,1.8387553,98.1612447,21.0580913,78.9419087,30.6016598,69.3983402,8.9211618,91.0788382,1.4522822,98.5477178,0.3112033,99.6887967,30.1831502,69.8168498,25.9150805,74.0849195,26.8131868,73.1868132,5.4945055,94.5054945,1.2445095,98.7554905
1228,Municipio/TIOC,Santa Cruz,Germán Busch,Puerto Quijarro,Puerto Quijarro,2629.0,739,1890,1257,1372,93,2536,3881.0,1264,2617,1066,2815,536,3345,22,3859,15,3866,4954.0,1907,2653,394,1685,2878,391,1272,3289,393,40,4520,394,96,4464,394,28.1095474,71.8904526,47.8128566,52.1871434,3.5374667,96.4625333,32.5689255,67.4310745,27.4671476,72.5328524,13.8108735,86.1891265,0.5668642,99.4331358,0.3864983,99.6135017,41.8201754,58.1798246,36.92746,63.07254,27.8886209,72.1113791,0.877193,99.122807,2.1052632,97.8947368
1229,Municipio/TIOC,Santa Cruz,Germán Busch,Puerto Quijarro,Urbana,2573.0,737,1836,1236,1337,92,2481,3817.0,1262,2555,1030,2787,536,3281,21,3796,15,3802,4821.0,1880,2587,354,1650,2820,351,1260,3208,353,39,4428,354,94,4373,354,28.6436067,71.3563933,48.0373105,51.9626895,3.5755927,96.4244073,33.0626146,66.9373854,26.9845428,73.0154572,14.0424417,85.9575583,0.5501703,99.4498297,0.3929788,99.6070212,42.0864115,57.9135885,36.9127517,63.0872483,28.2005372,71.7994628,0.8730692,99.1269308,2.1043206,97.8956794
1230,Municipio/TIOC,Santa Cruz,Germán Busch,Puerto Quijarro,Rural,56.0,2,54,21,35,1,55,64.0,2,62,36,28,0,64,1,63,0,64,133.0,27,66,40,35,58,40,12,81,40,1,92,40,2,91,40,3.5714286,96.4285714,37.5,62.5,1.7857143,98.2142857,3.125,96.875,56.25,43.75,0,100,1.5625,98.4375,0,100,29.0322581,70.9677419,37.6344086,62.3655914,12.9032258,87.0967742,1.0752688,98.9247312,2.1505376,97.8494624
1231,Municipio/TIOC,Santa Cruz,Germán Busch,El Carmen Rivero Tórrez,El Carmen Rivero Tórrez,927.0,86,841,276,651,16,911,1492.0,205,1287,527,965,139,1353,30,1462,9,1483,2433.0,461,1816,156,486,1793,154,720,1557,156,217,2060,156,19,2258,156,9.2772384,90.7227616,29.7734628,70.2265372,1.7259978,98.2740022,13.7399464,86.2600536,35.3217158,64.6782842,9.3163539,90.6836461,2.0107239,97.9892761,0.6032172,99.3967828,20.2459376,79.7540624,21.3251426,78.6748574,31.6205534,68.3794466,9.5300834,90.4699166,0.8344313,99.1655687
1232,Municipio/TIOC,Santa Cruz,Germán Busch,El Carmen Rivero Tórrez,Urbana,503.0,48,455,188,315,6,497,657.0,83,574,260,397,55,602,7,650,2,655,1002.0,217,715,70,247,686,69,345,587,70,11,921,70,5,927,70,9.5427435,90.4572565,37.3757455,62.6242545,1.1928429,98.8071571,12.6331811,87.3668189,39.5738204,60.4261796,8.3713851,91.6286149,1.065449,98.934551,0.304414,99.695586,23.2832618,76.7167382,26.4737406,73.5262594,37.0171674,62.9828326,1.1802575,98.8197425,0.5364807,99.4635193
1233,Municipio/TIOC,Santa Cruz,Germán Busch,El Carmen Rivero Tórrez,Rural,424.0,38,386,88,336,10,414,835.0,122,713,267,568,84,751,23,812,7,828,1431.0,244,1101,86,239,1107,85,375,970,86,206,1139,86,14,1331,86,8.9622642,91.0377358,20.754717,79.245283,2.3584906,97.6415094,14.6107784,85.3892216,31.9760479,68.0239521,10.0598802,89.9401198,2.754491,97.245509,0.8383234,99.1616766,18.1412639,81.8587361,17.756315,82.243685,27.8810409,72.1189591,15.3159851,84.6840149,1.0408922,98.9591078
1234,Provincia,Santa Cruz,Guarayos,,Guarayos,5883.0,281,5602,3226,2657,400,5483,11164.0,1377,9787,2859,8305,4452,6712,267,10897,187,10977,18897.0,3502,14393,1002,3643,14288,966,11650,6255,992,360,17534,1003,410,17480,1007,4.7764746,95.2235254,54.835968,45.164032,6.7992521,93.2007479,12.3342888,87.6657112,25.6091007,74.3908993,39.8781799,60.1218201,2.3916159,97.6083841,1.6750269,98.3249731,19.5697122,80.4302878,20.3167698,79.6832302,65.0656241,34.9343759,2.0118475,97.9881525,2.2917831,97.7082169
1235,Provincia,Santa Cruz,Guarayos,,Urbana,2677.0,140,2537,1390,1287,309,2368,6119.0,643,5476,1378,4741,2557,3562,47,6072,65,6054,8236.0,1121,6607,508,1604,6135,497,5216,2516,504,95,7633,508,155,7572,509,5.2297348,94.7702652,51.9237953,48.0762047,11.5427718,88.4572282,10.508253,89.491747,22.5200196,77.4799804,41.7878738,58.2121262,0.7680994,99.2319006,1.0622651,98.9377349,14.5056936,85.4943064,20.726192,79.273808,67.4599069,32.5400931,1.2292961,98.7707039,2.0059532,97.9940468
