N°,NIVEL,DEPARTAMENTO,PROVINCIA,MUNICIPIO/TIOC,ÁREA,NÚMERO DE HOGARES | Total hogares,NÚMERO DE HOGARES | Refrigerador o congelador | Tiene,NÚMERO DE HOGARES | Refrigerador o congelador | No tiene,NÚMERO DE HOGARES | Refrigerador o congelador | Sin especificar,NÚMERO DE HOGARES | Microondas | Tiene,NÚMERO DE HOGARES | Microondas | No tiene,NÚMERO DE HOGARES | Microondas | Sin especificar,NÚMERO DE HOGARES | Calefón o termotanque | Tiene,NÚMERO DE HOGARES | Calefón o termotanque | No tiene,NÚMERO DE HOGARES | Calefón o termotanque | Sin especificar,NÚMERO DE HOGARES | Aire Acondicionado | Tiene,NÚMERO DE HOGARES | Aire Acondicionado | No tiene,NÚMERO DE HOGARES | Aire Acondicionado | Sin especificar,NÚMERO DE HOGARES | Lavadora de ropa | Tiene,NÚMERO DE HOGARES | Lavadora de ropa | No tiene,NÚMERO DE HOGARES | Lavadora de ropa | Sin especificar,DISTRIBUCIÓN PORCENTUAL (1) | Refrigerador o congelador | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | Refrigerador o congelador | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | Microondas | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | Microondas | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | Calefón o termotanque | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | Calefón o termotanque | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | Aire Acondicionado | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | Aire Acondicionado | No tiene,DISTRIBUCIÓN PORCENTUAL (1) | Lavadora de ropa | Tiene,DISTRIBUCIÓN PORCENTUAL (1) | Lavadora de ropa | No tiene
88,Municipio/TIOC,Chuquisaca,Nor Cinti,Incahuasi,Incahuasi,4071.0,497.0,3374.0,200.0,77.0,3795.0,199.0,33.0,3837.0,201.0,23.0,3848.0,200.0,146.0,3723.0,202.0,12.8390597,87.1609403,1.9886364,98.0113636,0.8527132,99.1472868,0.5941617,99.4058383,3.7735849,96.2264151
89,Municipio/TIOC,Chuquisaca,Nor Cinti,Incahuasi,Urbana,700.0,297.0,366.0,37.0,62.0,601.0,37.0,21.0,642.0,37.0,7.0,656.0,37.0,94.0,569.0,37.0,44.7963801,55.2036199,9.3514329,90.6485671,3.1674208,96.8325792,1.0558069,98.9441931,14.1779789,85.8220211
90,Municipio/TIOC,Chuquisaca,Nor Cinti,Incahuasi,Rural,3371.0,200.0,3008.0,163.0,15.0,3194.0,162.0,12.0,3195.0,164.0,16.0,3192.0,163.0,52.0,3154.0,165.0,6.234414,93.765586,0.4674353,99.5325647,0.3741815,99.6258185,0.4987531,99.5012469,1.6219588,98.3780412
91,Municipio/TIOC,Chuquisaca,Nor Cinti,Villa Charcas,Villa Charcas,4000.0,640.0,3194.0,166.0,101.0,3731.0,168.0,55.0,3776.0,169.0,10.0,3822.0,168.0,198.0,3636.0,166.0,16.6927491,83.3072509,2.6356994,97.3643006,1.4356565,98.5643435,0.2609603,99.7390397,5.1643192,94.8356808
92,Municipio/TIOC,Chuquisaca,Nor Cinti,Villa Charcas,Urbana,825.0,342.0,433.0,50.0,60.0,715.0,50.0,26.0,749.0,50.0,3.0,772.0,50.0,132.0,643.0,50.0,44.1290323,55.8709677,7.7419355,92.2580645,3.3548387,96.6451613,0.3870968,99.6129032,17.0322581,82.9677419
93,Municipio/TIOC,Chuquisaca,Nor Cinti,Villa Charcas,Rural,3175.0,298.0,2761.0,116.0,41.0,3016.0,118.0,29.0,3027.0,119.0,7.0,3050.0,118.0,66.0,2993.0,116.0,9.7417457,90.2582543,1.3411842,98.6588158,0.9489529,99.0510471,0.2289827,99.7710173,2.1575678,97.8424322
94,Provincia,Chuquisaca,Belisario Boeto,,Belisario Boeto,3187.0,1256.0,1843.0,88.0,227.0,2872.0,88.0,42.0,3057.0,88.0,6.0,3094.0,87.0,307.0,2792.0,88.0,40.529203,59.470797,7.3249435,92.6750565,1.3552759,98.6447241,0.1935484,99.8064516,9.9064214,90.0935786
95,Provincia,Chuquisaca,Belisario Boeto,,Urbana,1189.0,759.0,391.0,39.0,207.0,943.0,39.0,14.0,1136.0,39.0,3.0,1147.0,39.0,270.0,880.0,39.0,66.0,34.0,18.0,82.0,1.2173913,98.7826087,0.2608696,99.7391304,23.4782609,76.5217391
96,Provincia,Chuquisaca,Belisario Boeto,,Rural,1998.0,497.0,1452.0,49.0,20.0,1929.0,49.0,28.0,1921.0,49.0,3.0,1947.0,48.0,37.0,1912.0,49.0,25.5002565,74.4997435,1.0261673,98.9738327,1.4366342,98.5633658,0.1538462,99.8461538,1.8984094,98.1015906
97,Municipio/TIOC,Chuquisaca,Belisario Boeto,Villa Serrano,Villa Serrano,3187.0,1256.0,1843.0,88.0,227.0,2872.0,88.0,42.0,3057.0,88.0,6.0,3094.0,87.0,307.0,2792.0,88.0,40.529203,59.470797,7.3249435,92.6750565,1.3552759,98.6447241,0.1935484,99.8064516,9.9064214,90.0935786
98,Municipio/TIOC,Chuquisaca,Belisario Boeto,Villa Serrano,Urbana,1189.0,759.0,391.0,39.0,207.0,943.0,39.0,14.0,1136.0,39.0,3.0,1147.0,39.0,270.0,880.0,39.0,66.0,34.0,18.0,82.0,1.2173913,98.7826087,0.2608696,99.7391304,23.4782609,76.5217391
99,Municipio/TIOC,Chuquisaca,Belisario Boeto,Villa Serrano,Rural,1998.0,497.0,1452.0,49.0,20.0,1929.0,49.0,28.0,1921.0,49.0,3.0,1947.0,48.0,37.0,1912.0,49.0,25.5002565,74.4997435,1.0261673,98.9738327,1.4366342,98.5633658,0.1538462,99.8461538,1.8984094,98.1015906
100,Provincia,Chuquisaca,Sud Cinti,,Sud Cinti,7311.0,2224.0,4810.0,277.0,289.0,6745.0,277.0,149.0,6885.0,277.0,35.0,6999.0,277.0,519.0,6515.0,277.0,31.6178561,68.3821439,4.1086153,95.8913847,2.1182826,97.8817174,0.4975832,99.5024168,7.3784475,92.6215525
101,Provincia,Chuquisaca,Sud Cinti,,Urbana,1645.0,912.0,677.0,56.0,186.0,1403.0,56.0,72.0,1517.0,56.0,19.0,1570.0,56.0,322.0,1267.0,56.0,57.3945878,42.6054122,11.7054751,88.2945249,4.5311517,95.4688483,1.1957206,98.8042794,20.2643172,79.7356828
102,Provincia,Chuquisaca,Sud Cinti,,Rural,5666.0,1312.0,4133.0,221.0,103.0,5342.0,221.0,77.0,5368.0,221.0,16.0,5429.0,221.0,197.0,5248.0,221.0,24.0955005,75.9044995,1.8916437,98.1083563,1.4141414,98.5858586,0.2938476,99.7061524,3.6179982,96.3820018
103,Municipio/TIOC,Chuquisaca,Sud Cinti,Villa Abecia,Villa Abecia,1371.0,576.0,747.0,48.0,75.0,1248.0,48.0,36.0,1287.0,48.0,8.0,1315.0,48.0,117.0,1205.0,49.0,43.537415,56.462585,5.6689342,94.3310658,2.7210884,97.2789116,0.6046863,99.3953137,8.8502269,91.1497731
104,Municipio/TIOC,Chuquisaca,Sud Cinti,Villa Abecia,Urbana,567.0,366.0,176.0,25.0,60.0,482.0,25.0,29.0,513.0,25.0,6.0,536.0,25.0,107.0,435.0,25.0,67.5276753,32.4723247,11.0701107,88.9298893,5.3505535,94.6494465,1.1070111,98.8929889,19.7416974,80.2583026
105,Municipio/TIOC,Chuquisaca,Sud Cinti,Villa Abecia,Rural,804.0,210.0,571.0,23.0,15.0,766.0,23.0,7.0,774.0,23.0,2.0,779.0,23.0,10.0,770.0,24.0,26.8886044,73.1113956,1.9206146,98.0793854,0.8962868,99.1037132,0.2560819,99.7439181,1.2820513,98.7179487
106,Municipio/TIOC,Chuquisaca,Sud Cinti,Culpina,Culpina,4660.0,1071.0,3398.0,191.0,164.0,4305.0,191.0,75.0,4394.0,191.0,19.0,4450.0,191.0,320.0,4150.0,190.0,23.9650929,76.0349071,3.6697248,96.3302752,1.6782278,98.3217722,0.425151,99.574849,7.1588367,92.8411633
107,Municipio/TIOC,Chuquisaca,Sud Cinti,Culpina,Urbana,1078.0,546.0,501.0,31.0,126.0,921.0,31.0,43.0,1004.0,31.0,13.0,1034.0,31.0,215.0,832.0,31.0,52.1489971,47.8510029,12.034384,87.965616,4.1069723,95.8930277,1.2416428,98.7583572,20.5348615,79.4651385
108,Municipio/TIOC,Chuquisaca,Sud Cinti,Culpina,Rural,3582.0,525.0,2897.0,160.0,38.0,3384.0,160.0,32.0,3390.0,160.0,6.0,3416.0,160.0,105.0,3318.0,159.0,15.3419053,84.6580947,1.1104617,98.8895383,0.9351257,99.0648743,0.1753361,99.8246639,3.0674847,96.9325153
109,Municipio/TIOC,Chuquisaca,Sud Cinti,Las Carreras,Las Carreras,1280.0,577.0,665.0,38.0,50.0,1192.0,38.0,38.0,1204.0,38.0,8.0,1234.0,38.0,82.0,1160.0,38.0,46.4573269,53.5426731,4.0257649,95.9742351,3.0595813,96.9404187,0.6441224,99.3558776,6.6022544,93.3977456
110,Municipio/TIOC,Chuquisaca,Sud Cinti,Las Carreras,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Municipio/TIOC,Chuquisaca,Sud Cinti,Las Carreras,Rural,1280.0,577.0,665.0,38.0,50.0,1192.0,38.0,38.0,1204.0,38.0,8.0,1234.0,38.0,82.0,1160.0,38.0,46.4573269,53.5426731,4.0257649,95.9742351,3.0595813,96.9404187,0.6441224,99.3558776,6.6022544,93.3977456
112,Provincia,Chuquisaca,Luis Calvo,,Luis Calvo,6242.0,2416.0,3582.0,244.0,299.0,5700.0,243.0,67.0,5932.0,243.0,118.0,5879.0,245.0,615.0,5382.0,245.0,40.2800934,59.7199066,4.984164,95.015836,1.1168528,98.8831472,1.9676505,98.0323495,10.2551276,89.7448724
113,Provincia,Chuquisaca,Luis Calvo,,Urbana,1162.0,709.0,420.0,33.0,132.0,997.0,33.0,20.0,1109.0,33.0,39.0,1090.0,33.0,281.0,848.0,33.0,62.7989371,37.2010629,11.6917626,88.3082374,1.7714792,98.2285208,3.4543844,96.5456156,24.8892826,75.1107174
114,Provincia,Chuquisaca,Luis Calvo,,Rural,5080.0,1707.0,3162.0,211.0,167.0,4703.0,210.0,47.0,4823.0,210.0,79.0,4789.0,212.0,334.0,4534.0,212.0,35.0585336,64.9414664,3.4291581,96.5708419,0.9650924,99.0349076,1.6228431,98.3771569,6.8611339,93.1388661
115,Municipio/TIOC,Chuquisaca,Luis Calvo,Villa Vaca Guzmán,Villa Vaca Guzmán,3136.0,1329.0,1694.0,113.0,176.0,2847.0,113.0,32.0,2991.0,113.0,47.0,2974.0,115.0,359.0,2663.0,114.0,43.9629507,56.0370493,5.8220311,94.1779689,1.0585511,98.9414489,1.5557762,98.4442238,11.87955,88.12045
116,Municipio/TIOC,Chuquisaca,Luis Calvo,Villa Vaca Guzmán,Urbana,1162.0,709.0,420.0,33.0,132.0,997.0,33.0,20.0,1109.0,33.0,39.0,1090.0,33.0,281.0,848.0,33.0,62.7989371,37.2010629,11.6917626,88.3082374,1.7714792,98.2285208,3.4543844,96.5456156,24.8892826,75.1107174
117,Municipio/TIOC,Chuquisaca,Luis Calvo,Villa Vaca Guzmán,Rural,1974.0,620.0,1274.0,80.0,44.0,1850.0,80.0,12.0,1882.0,80.0,8.0,1884.0,82.0,78.0,1815.0,81.0,32.7349525,67.2650475,2.3231257,97.6768743,0.6335797,99.3664203,0.422833,99.577167,4.1204437,95.8795563
118,Municipio/TIOC,Chuquisaca,Luis Calvo,Huacaya (Autonomía Guaraní Chaqueño de Huacaya),Huacaya (Autonomía Guaraní Chaqueño de Huacaya),818.0,282.0,513.0,23.0,37.0,758.0,23.0,10.0,785.0,23.0,8.0,787.0,23.0,58.0,736.0,24.0,35.4716981,64.5283019,4.6540881,95.3459119,1.2578616,98.7421384,1.0062893,98.9937107,7.3047859,92.6952141
119,Municipio/TIOC,Chuquisaca,Luis Calvo,Huacaya (Autonomía Guaraní Chaqueño de Huacaya),Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Municipio/TIOC,Chuquisaca,Luis Calvo,Huacaya (Autonomía Guaraní Chaqueño de Huacaya),Rural,818.0,282.0,513.0,23.0,37.0,758.0,23.0,10.0,785.0,23.0,8.0,787.0,23.0,58.0,736.0,24.0,35.4716981,64.5283019,4.6540881,95.3459119,1.2578616,98.7421384,1.0062893,98.9937107,7.3047859,92.6952141
121,Municipio/TIOC,Chuquisaca,Luis Calvo,Macharetí,Macharetí,2288.0,805.0,1375.0,108.0,86.0,2095.0,107.0,25.0,2156.0,107.0,63.0,2118.0,107.0,198.0,1983.0,107.0,36.9266055,63.0733945,3.9431453,96.0568547,1.1462632,98.8537368,2.8885832,97.1114168,9.0784044,90.9215956
122,Municipio/TIOC,Chuquisaca,Luis Calvo,Macharetí,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Municipio/TIOC,Chuquisaca,Luis Calvo,Macharetí,Rural,2288.0,805.0,1375.0,108.0,86.0,2095.0,107.0,25.0,2156.0,107.0,63.0,2118.0,107.0,198.0,1983.0,107.0,36.9266055,63.0733945,3.9431453,96.0568547,1.1462632,98.8537368,2.8885832,97.1114168,9.0784044,90.9215956
124,Departamento,La Paz,,,La Paz,1069838.0,467899.0,572603.0,29336.0,217957.0,822565.0,29316.0,71854.0,968645.0,29339.0,10783.0,1029717.0,29338.0,241303.0,799201.0,29334.0,44.9685825,55.0314175,20.9468901,79.0531099,6.905725,93.094275,1.0363287,98.9636713,23.1909728,76.8090272
125,Departamento,La Paz,,,Urbana,664447.0,398301.0,252592.0,13554.0,209497.0,441393.0,13557.0,67777.0,583112.0,13558.0,8618.0,642272.0,13557.0,232025.0,418870.0,13552.0,61.1930071,38.8069929,32.1862373,67.8137627,10.412989,89.587011,1.3240332,98.6759668,35.6470706,64.3529294
126,Departamento,La Paz,,,Rural,405391.0,69598.0,320011.0,15782.0,8460.0,381172.0,15759.0,4077.0,385533.0,15781.0,2165.0,387445.0,15781.0,9278.0,380331.0,15782.0,17.8635504,82.1364496,2.1712796,97.8287204,1.0464310000000001,98.953569,0.5556839,99.4443161,2.3813618,97.6186382
127,Provincia,La Paz,Murillo,,Murillo,579560.0,362792.0,206238.0,10530.0,201480.0,367550.0,10530.0,65266.0,503763.0,10531.0,7314.0,561714.0,10532.0,218943.0,350085.0,10532.0,63.7562167,36.2437833,35.4076235,64.5923765,11.4697142,88.5302858,1.2853498,98.7146502,38.4766655,61.5233345
128,Provincia,La Paz,Murillo,,Urbana,560106.0,356806.0,193391.0,9909.0,199863.0,350333.0,9910.0,64705.0,485491.0,9910.0,7163.0,543032.0,9911.0,217672.0,332524.0,9910.0,64.8505899,35.1494101,36.3257821,63.6742179,11.7603545,88.2396455,1.3019021,98.6980979,39.5626286,60.4373714
129,Provincia,La Paz,Murillo,,Rural,19454.0,5986.0,12847.0,621.0,1617.0,17217.0,620.0,561.0,18272.0,621.0,151.0,18682.0,621.0,1271.0,17561.0,622.0,31.7846334,68.2153666,8.5855368,91.4144632,2.9788138,97.0211862,0.8017841,99.1982159,6.7491504,93.2508496
130,Municipio/TIOC,La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,250931.0,198933.0,48070.0,3928.0,136497.0,110505.0,3929.0,45767.0,201234.0,3930.0,4016.0,242982.0,3933.0,140563.0,106435.0,3933.0,80.5386979,19.4613021,55.2614959,44.7385041,18.5290748,81.4709252,1.6259241,98.3740759,56.908558,43.091442
131,Municipio/TIOC,La Paz,Murillo,Nuestra Señora de La Paz,Urbana,247917.0,198415.0,45678.0,3824.0,136430.0,107662.0,3825.0,45748.0,198343.0,3826.0,3994.0,240094.0,3829.0,140499.0,103590.0,3828.0,81.2866407,18.7133593,55.8928601,44.1071399,18.7421904,81.2578096,1.6362951,98.3637049,57.5605619,42.4394381
132,Municipio/TIOC,La Paz,Murillo,Nuestra Señora de La Paz,Rural,3014.0,518.0,2392.0,104.0,67.0,2843.0,104.0,19.0,2891.0,104.0,22.0,2888.0,104.0,64.0,2845.0,105.0,17.8006873,82.1993127,2.3024055,97.6975945,0.652921,99.347079,0.7560137,99.2439863,2.2000688,97.7999312
133,Municipio/TIOC,La Paz,Murillo,Palca,Palca,7585.0,1809.0,5483.0,293.0,260.0,7033.0,292.0,75.0,7218.0,292.0,30.0,7264.0,291.0,215.0,7079.0,291.0,24.8080088,75.1919912,3.5650624,96.4349376,1.0283834,98.9716166,0.411297,99.588703,2.9476282,97.0523718
134,Municipio/TIOC,La Paz,Murillo,Palca,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Municipio/TIOC,La Paz,Murillo,Palca,Rural,7585.0,1809.0,5483.0,293.0,260.0,7033.0,292.0,75.0,7218.0,292.0,30.0,7264.0,291.0,215.0,7079.0,291.0,24.8080088,75.1919912,3.5650624,96.4349376,1.0283834,98.9716166,0.411297,99.588703,2.9476282,97.0523718
136,Municipio/TIOC,La Paz,Murillo,Mecapaca,Mecapaca,6849.0,3416.0,3272.0,161.0,1249.0,5439.0,161.0,446.0,6242.0,161.0,94.0,6593.0,162.0,955.0,5732.0,162.0,51.076555,48.923445,18.6752392,81.3247608,6.6686603,93.3313397,1.4057126,98.5942874,14.2814416,85.7185584
137,Municipio/TIOC,La Paz,Murillo,Mecapaca,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Municipio/TIOC,La Paz,Murillo,Mecapaca,Rural,6849.0,3416.0,3272.0,161.0,1249.0,5439.0,161.0,446.0,6242.0,161.0,94.0,6593.0,162.0,955.0,5732.0,162.0,51.076555,48.923445,18.6752392,81.3247608,6.6686603,93.3313397,1.4057126,98.5942874,14.2814416,85.7185584
139,Municipio/TIOC,La Paz,Murillo,Achocalla,Achocalla,16297.0,5238.0,10418.0,641.0,1831.0,13824.0,642.0,613.0,15041.0,643.0,109.0,15545.0,643.0,1551.0,14104.0,642.0,33.4568217,66.5431783,11.6959438,88.3040562,3.915932,96.084068,0.6963077,99.3036923,9.9073778,90.0926222
140,Municipio/TIOC,La Paz,Murillo,Achocalla,Urbana,14474.0,5001.0,8895.0,578.0,1795.0,12100.0,579.0,593.0,13302.0,579.0,104.0,13791.0,579.0,1515.0,12381.0,578.0,35.9887737,64.0112263,12.9183159,87.0816841,4.2677222,95.7322778,0.7484707,99.2515293,10.902418,89.097582
141,Municipio/TIOC,La Paz,Murillo,Achocalla,Rural,1823.0,237.0,1523.0,63.0,36.0,1724.0,63.0,20.0,1739.0,64.0,5.0,1754.0,64.0,36.0,1723.0,64.0,13.4659091,86.5340909,2.0454545,97.9545455,1.1370097,98.8629903,0.2842524,99.7157476,2.0466174,97.9533826
142,Municipio/TIOC,La Paz,Murillo,El Alto,El Alto,297898.0,153396.0,138995.0,5507.0,61643.0,230749.0,5506.0,18365.0,274028.0,5505.0,3065.0,289330.0,5503.0,75659.0,216735.0,5504.0,52.4626271,47.5373729,21.0823142,78.9176858,6.2809301,93.7190699,1.0482395,98.9517605,25.875702,74.124298
143,Municipio/TIOC,La Paz,Murillo,El Alto,Urbana,297715.0,153390.0,138818.0,5507.0,61638.0,230571.0,5506.0,18364.0,273846.0,5505.0,3065.0,289147.0,5503.0,75658.0,216553.0,5504.0,52.4934293,47.5065707,21.0938061,78.9061939,6.2845214,93.7154786,1.048896,98.951104,25.8915647,74.1084353
144,Municipio/TIOC,La Paz,Murillo,El Alto,Rural,183.0,6.0,177.0,0.0,5.0,178.0,0.0,1.0,182.0,0.0,0.0,183.0,0.0,1.0,182.0,0.0,3.2786885,96.7213115,2.7322404,97.2677596,0.5464481,99.4535519,0.0,100.0,0.5464481,99.4535519
145,Provincia,La Paz,Omasuyos,,Omasuyos,38628.0,3895.0,33180.0,1553.0,761.0,36314.0,1553.0,371.0,36701.0,1556.0,141.0,36932.0,1555.0,738.0,36341.0,1549.0,10.5057316,89.4942684,2.0525961,97.9474039,1.0007553,98.9992447,0.3803307,99.6196693,1.9903449,98.0096551
146,Provincia,La Paz,Omasuyos,,Urbana,3554.0,955.0,2498.0,101.0,226.0,3228.0,100.0,110.0,3344.0,100.0,28.0,3426.0,100.0,303.0,3151.0,100.0,27.6571098,72.3428902,6.5431384,93.4568616,3.1847134,96.8152866,0.8106543,99.1893457,8.7724378,91.2275622
147,Provincia,La Paz,Omasuyos,,Rural,35074.0,2940.0,30682.0,1452.0,535.0,33086.0,1453.0,261.0,33357.0,1456.0,113.0,33506.0,1455.0,435.0,33190.0,1449.0,8.7442746,91.2557254,1.5912674,98.4087326,0.7763698,99.2236302,0.3361195,99.6638805,1.2936803,98.7063197
148,Municipio/TIOC,La Paz,Omasuyos,Achacachi,Achacachi,18316.0,2039.0,15537.0,740.0,411.0,17164.0,741.0,214.0,17361.0,741.0,72.0,17504.0,740.0,451.0,17130.0,735.0,11.6010469,88.3989531,2.3385491,97.6614509,1.2176387,98.7823613,0.4096495,99.5903505,2.5652693,97.4347307
149,Municipio/TIOC,La Paz,Omasuyos,Achacachi,Urbana,3554.0,955.0,2498.0,101.0,226.0,3228.0,100.0,110.0,3344.0,100.0,28.0,3426.0,100.0,303.0,3151.0,100.0,27.6571098,72.3428902,6.5431384,93.4568616,3.1847134,96.8152866,0.8106543,99.1893457,8.7724378,91.2275622
150,Municipio/TIOC,La Paz,Omasuyos,Achacachi,Rural,14762.0,1084.0,13039.0,639.0,185.0,13936.0,641.0,104.0,14017.0,641.0,44.0,14078.0,640.0,148.0,13979.0,635.0,7.6754231,92.3245769,1.3101055,98.6898945,0.7364917,99.2635083,0.3115706,99.6884294,1.0476393,98.9523607
151,Municipio/TIOC,La Paz,Omasuyos,Villa Ancoraimes,Villa Ancoraimes,6737.0,230.0,6231.0,276.0,36.0,6424.0,277.0,34.0,6426.0,277.0,17.0,6443.0,277.0,46.0,6413.0,278.0,3.5598205,96.4401795,0.5572755,99.4427245,0.5263158,99.4736842,0.2631579,99.7368421,0.7121845,99.2878155
152,Municipio/TIOC,La Paz,Omasuyos,Villa Ancoraimes,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Municipio/TIOC,La Paz,Omasuyos,Villa Ancoraimes,Rural,6737.0,230.0,6231.0,276.0,36.0,6424.0,277.0,34.0,6426.0,277.0,17.0,6443.0,277.0,46.0,6413.0,278.0,3.5598205,96.4401795,0.5572755,99.4427245,0.5263158,99.4736842,0.2631579,99.7368421,0.7121845,99.2878155
154,Municipio/TIOC,La Paz,Omasuyos,Huarina,Huarina,3956.0,459.0,3357.0,140.0,103.0,3714.0,139.0,36.0,3780.0,140.0,11.0,3806.0,139.0,63.0,3755.0,138.0,12.0283019,87.9716981,2.6984543,97.3015457,0.9433962,99.0566038,0.2881844,99.7118156,1.6500786,98.3499214
155,Municipio/TIOC,La Paz,Omasuyos,Huarina,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Municipio/TIOC,La Paz,Omasuyos,Huarina,Rural,3956.0,459.0,3357.0,140.0,103.0,3714.0,139.0,36.0,3780.0,140.0,11.0,3806.0,139.0,63.0,3755.0,138.0,12.0283019,87.9716981,2.6984543,97.3015457,0.9433962,99.0566038,0.2881844,99.7118156,1.6500786,98.3499214
157,Municipio/TIOC,La Paz,Omasuyos,Santiago de Huata,Santiago de Huata,4479.0,440.0,3826.0,213.0,60.0,4207.0,212.0,22.0,4243.0,214.0,8.0,4256.0,215.0,42.0,4224.0,213.0,10.3141116,89.6858884,1.4061401,98.5938599,0.5158265,99.4841735,0.1876173,99.8123827,0.9845288,99.0154712
158,Municipio/TIOC,La Paz,Omasuyos,Santiago de Huata,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Municipio/TIOC,La Paz,Omasuyos,Santiago de Huata,Rural,4479.0,440.0,3826.0,213.0,60.0,4207.0,212.0,22.0,4243.0,214.0,8.0,4256.0,215.0,42.0,4224.0,213.0,10.3141116,89.6858884,1.4061401,98.5938599,0.5158265,99.4841735,0.1876173,99.8123827,0.9845288,99.0154712
160,Municipio/TIOC,La Paz,Omasuyos,Huatajata,Huatajata,2509.0,398.0,2020.0,91.0,85.0,2333.0,91.0,40.0,2378.0,91.0,22.0,2396.0,91.0,85.0,2333.0,91.0,16.4598842,83.5401158,3.5153019,96.4846981,1.6542597,98.3457403,0.9098428,99.0901572,3.5153019,96.4846981
161,Municipio/TIOC,La Paz,Omasuyos,Huatajata,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Municipio/TIOC,La Paz,Omasuyos,Huatajata,Rural,2509.0,398.0,2020.0,91.0,85.0,2333.0,91.0,40.0,2378.0,91.0,22.0,2396.0,91.0,85.0,2333.0,91.0,16.4598842,83.5401158,3.5153019,96.4846981,1.6542597,98.3457403,0.9098428,99.0901572,3.5153019,96.4846981
163,Municipio/TIOC,La Paz,Omasuyos,Chua Cocani,Chua Cocani,2631.0,329.0,2209.0,93.0,66.0,2472.0,93.0,25.0,2513.0,93.0,11.0,2527.0,93.0,51.0,2486.0,94.0,12.962963,87.037037,2.6004728,97.3995272,0.9850276,99.0149724,0.4334121,99.5665879,2.0102483,97.9897517
164,Municipio/TIOC,La Paz,Omasuyos,Chua Cocani,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Municipio/TIOC,La Paz,Omasuyos,Chua Cocani,Rural,2631.0,329.0,2209.0,93.0,66.0,2472.0,93.0,25.0,2513.0,93.0,11.0,2527.0,93.0,51.0,2486.0,94.0,12.962963,87.037037,2.6004728,97.3995272,0.9850276,99.0149724,0.4334121,99.5665879,2.0102483,97.9897517
166,Provincia,La Paz,Pacajes,,Pacajes,25502.0,1091.0,23197.0,1214.0,265.0,24023.0,1214.0,189.0,24097.0,1216.0,64.0,24224.0,1214.0,299.0,23986.0,1217.0,4.4919302,95.5080698,1.0910738,98.9089262,0.7782261,99.2217739,0.2635046,99.7364954,1.2312127,98.7687873
167,Provincia,La Paz,Pacajes,,Urbana,1345.0,340.0,942.0,63.0,136.0,1146.0,63.0,41.0,1241.0,63.0,17.0,1265.0,63.0,123.0,1159.0,63.0,26.5210608,73.4789392,10.6084243,89.3915757,3.1981279,96.8018721,1.326053,98.673947,9.5943838,90.4056162
168,Provincia,La Paz,Pacajes,,Rural,24157.0,751.0,22255.0,1151.0,129.0,22877.0,1151.0,148.0,22856.0,1153.0,47.0,22959.0,1151.0,176.0,22827.0,1154.0,3.2643658,96.7356342,0.5607233,99.4392767,0.6433664,99.3566336,0.2042945,99.7957055,0.7651176,99.2348824
169,Municipio/TIOC,La Paz,Pacajes,Corocoro,Corocoro,5244.0,478.0,4526.0,240.0,159.0,4845.0,240.0,66.0,4938.0,240.0,21.0,4983.0,240.0,141.0,4863.0,240.0,9.5523581,90.4476419,3.177458,96.822542,1.3189448,98.6810552,0.4196643,99.5803357,2.8177458,97.1822542
170,Municipio/TIOC,La Paz,Pacajes,Corocoro,Urbana,857.0,309.0,519.0,29.0,126.0,702.0,29.0,33.0,795.0,29.0,13.0,815.0,29.0,116.0,712.0,29.0,37.3188406,62.6811594,15.2173913,84.7826087,3.9855072,96.0144928,1.5700483,98.4299517,14.0096618,85.9903382
171,Municipio/TIOC,La Paz,Pacajes,Corocoro,Rural,4387.0,169.0,4007.0,211.0,33.0,4143.0,211.0,33.0,4143.0,211.0,8.0,4168.0,211.0,25.0,4151.0,211.0,4.0469349,95.9530651,0.7902299,99.2097701,0.7902299,99.2097701,0.1915709,99.8084291,0.598659,99.401341
172,Municipio/TIOC,La Paz,Pacajes,Caquiaviri,Caquiaviri,5233.0,198.0,4822.0,213.0,32.0,4986.0,215.0,24.0,4994.0,215.0,14.0,5005.0,214.0,27.0,4991.0,215.0,3.9442231,96.0557769,0.6377043,99.3622957,0.4782782,99.5217218,0.27894,99.72106,0.538063,99.461937
