N°,NIVEL,DEPARTAMENTO,PROVINCIA,MUNICIPIO/TIOC,ÁREA,NÚMERO DE VIVIENDAS | Total,"NÚMERO DE VIVIENDAS | Hotel, hostal, residencial, alojamiento",NÚMERO DE VIVIENDAS | Hospital o clínica con internación,NÚMERO DE VIVIENDAS | Cuartel o establecimiento militar o policial,NÚMERO DE VIVIENDAS | Residencia u otro de adultos mayores,NÚMERO DE VIVIENDAS | Albergue de niñas(os) y adolescentes,NÚMERO DE VIVIENDAS | Recinto penitenciario o de reintegración,NÚMERO DE VIVIENDAS | Campamento de trabajo,"NÚMERO DE VIVIENDAS | Otra 
(Instituto de rehabilitación, convento)","DISTRIBUCIÓN PORCENTUAL | Hotel, hostal, residencial, alojamiento",DISTRIBUCIÓN PORCENTUAL | Hospital o clínica con internación,DISTRIBUCIÓN PORCENTUAL | Cuartel o establecimiento militar o policial,DISTRIBUCIÓN PORCENTUAL | Residencia u otro de adultos mayores,DISTRIBUCIÓN PORCENTUAL | Albergue de niñas(os) y adolescentes,DISTRIBUCIÓN PORCENTUAL | Recinto penitenciario o de reintegración,DISTRIBUCIÓN PORCENTUAL | Campamento de trabajo,"DISTRIBUCIÓN PORCENTUAL | Otra 
(Instituto de rehabilitación, convento)"
341,Provincia,La Paz,Los Andes,,Urbana,9,0,2,0,1,0,0,3,3,0,22.2222222,0,11.1111111,0,0,33.3333333,33.3333333
342,Provincia,La Paz,Los Andes,,Rural,48,1,11,2,1,0,0,8,25,2.0833333,22.9166667,4.1666667,2.0833333,0,0,16.6666667,52.0833333
343,Municipio/TIOC,La Paz,Los Andes,Pucarani,Pucarani,29,1,6,2,1,0,0,7,12,3.4482759,20.6896552,6.8965517,3.4482759,0,0,24.137931,41.3793103
344,Municipio/TIOC,La Paz,Los Andes,Pucarani,Urbana,8,0,1,0,1,0,0,3,3,0,12.5,0,12.5,0,0,37.5,37.5
345,Municipio/TIOC,La Paz,Los Andes,Pucarani,Rural,21,1,5,2,0,0,0,4,9,4.7619048,23.8095238,9.5238095,0,0,0,19.047619,42.8571429
346,Municipio/TIOC,La Paz,Los Andes,Laja,Laja,11,0,2,0,0,0,0,1,8,0,18.1818182,0,0,0,0,9.0909091,72.7272727
347,Municipio/TIOC,La Paz,Los Andes,Laja,Urbana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,Municipio/TIOC,La Paz,Los Andes,Laja,Rural,11,0,2,0,0,0,0,1,8,0,18.1818182,0,0,0,0,9.0909091,72.7272727
349,Municipio/TIOC,La Paz,Los Andes,Batallas,Batallas,10,0,2,0,1,0,0,2,5,0,20,0,10,0,0,20,50
350,Municipio/TIOC,La Paz,Los Andes,Batallas,Urbana,1,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0
351,Municipio/TIOC,La Paz,Los Andes,Batallas,Rural,9,0,1,0,1,0,0,2,5,0,11.1111111,0,11.1111111,0,0,22.2222222,55.5555556
352,Municipio/TIOC,La Paz,Los Andes,Puerto Pérez,Puerto Pérez,7,0,3,0,0,0,0,1,3,0,42.8571429,0,0,0,0,14.2857143,42.8571429
353,Municipio/TIOC,La Paz,Los Andes,Puerto Pérez,Urbana,,,,,,,,,,,,,,,,,
354,Municipio/TIOC,La Paz,Los Andes,Puerto Pérez,Rural,7,0,3,0,0,0,0,1,3,0,42.8571429,0,0,0,0,14.2857143,42.8571429
355,Provincia,La Paz,Aroma,,Aroma,81,27,11,5,0,0,1,8,29,33.3333333,13.5802469,6.1728395,0,0,1.2345679,9.8765432,35.8024691
356,Provincia,La Paz,Aroma,,Urbana,44,23,4,3,0,0,1,4,9,52.2727273,9.0909091,6.8181818,0,0,2.2727273,9.0909091,20.4545455
357,Provincia,La Paz,Aroma,,Rural,37,4,7,2,0,0,0,4,20,10.8108108,18.9189189,5.4054054,0,0,0,10.8108108,54.0540541
358,Municipio/TIOC,La Paz,Aroma,Sicasica,Sicasica,17,7,3,2,0,0,0,0,5,41.1764706,17.6470588,11.7647059,0,0,0,0,29.4117647
359,Municipio/TIOC,La Paz,Aroma,Sicasica,Urbana,14,7,2,1,0,0,0,0,4,50,14.2857143,7.1428571,0,0,0,0,28.5714286
360,Municipio/TIOC,La Paz,Aroma,Sicasica,Rural,3,0,1,1,0,0,0,0,1,0,33.3333333,33.3333333,0,0,0,0,33.3333333
361,Municipio/TIOC,La Paz,Aroma,Umala,Umala,4,0,1,1,0,0,0,1,1,0,25,25,0,0,0,25,25
362,Municipio/TIOC,La Paz,Aroma,Umala,Urbana,,,,,,,,,,,,,,,,,
363,Municipio/TIOC,La Paz,Aroma,Umala,Rural,4,0,1,1,0,0,0,1,1,0,25,25,0,0,0,25,25
364,Municipio/TIOC,La Paz,Aroma,Ayo Ayo,Ayo Ayo,8,3,0,0,0,0,0,0,5,37.5,0,0,0,0,0,0,62.5
365,Municipio/TIOC,La Paz,Aroma,Ayo Ayo,Urbana,,,,,,,,,,,,,,,,,
366,Municipio/TIOC,La Paz,Aroma,Ayo Ayo,Rural,8,3,0,0,0,0,0,0,5,37.5,0,0,0,0,0,0,62.5
367,Municipio/TIOC,La Paz,Aroma,Calamarca,Calamarca,11,1,5,0,0,0,0,0,5,9.0909091,45.4545455,0,0,0,0,0,45.4545455
368,Municipio/TIOC,La Paz,Aroma,Calamarca,Urbana,,,,,,,,,,,,,,,,,
369,Municipio/TIOC,La Paz,Aroma,Calamarca,Rural,11,1,5,0,0,0,0,0,5,9.0909091,45.4545455,0,0,0,0,0,45.4545455
370,Municipio/TIOC,La Paz,Aroma,Patacamaya,Patacamaya,32,14,1,2,0,0,1,7,7,43.75,3.125,6.25,0,0,3.125,21.875,21.875
371,Municipio/TIOC,La Paz,Aroma,Patacamaya,Urbana,23,14,1,2,0,0,1,4,1,60.8695652,4.3478261,8.6956522,0,0,4.3478261,17.3913043,4.3478261
372,Municipio/TIOC,La Paz,Aroma,Patacamaya,Rural,9,0,0,0,0,0,0,3,6,0,0,0,0,0,0,33.3333333,66.6666667
373,Municipio/TIOC,La Paz,Aroma,Colquencha,Colquencha,6,2,1,0,0,0,0,0,3,33.3333333,16.6666667,0,0,0,0,0,50
374,Municipio/TIOC,La Paz,Aroma,Colquencha,Urbana,4,2,1,0,0,0,0,0,1,50,25,0,0,0,0,0,25
375,Municipio/TIOC,La Paz,Aroma,Colquencha,Rural,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,100
376,Municipio/TIOC,La Paz,Aroma,Collana,Collana,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,100
377,Municipio/TIOC,La Paz,Aroma,Collana,Urbana,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,100
378,Municipio/TIOC,La Paz,Aroma,Collana,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,Provincia,La Paz,Nor Yungas,,Nor Yungas,141,53,3,2,0,4,0,32,47,37.5886525,2.1276596,1.4184397,0,2.8368794,0,22.6950355,33.3333333
380,Provincia,La Paz,Nor Yungas,,Urbana,49,21,1,2,0,0,0,9,16,42.8571429,2.0408163,4.0816327,0,0,0,18.3673469,32.6530612
381,Provincia,La Paz,Nor Yungas,,Rural,92,32,2,0,0,4,0,23,31,34.7826087,2.173913,0,0,4.3478261,0,25,33.6956522
382,Municipio/TIOC,La Paz,Nor Yungas,Coroico,Coroico,105,48,3,2,0,4,0,24,24,45.7142857,2.8571429,1.9047619,0,3.8095238,0,22.8571429,22.8571429
383,Municipio/TIOC,La Paz,Nor Yungas,Coroico,Urbana,33,21,1,2,0,0,0,5,4,63.6363636,3.030303,6.0606061,0,0,0,15.1515152,12.1212121
384,Municipio/TIOC,La Paz,Nor Yungas,Coroico,Rural,72,27,2,0,0,4,0,19,20,37.5,2.7777778,0,0,5.5555556,0,26.3888889,27.7777778
385,Municipio/TIOC,La Paz,Nor Yungas,Coripata,Coripata,36,5,0,0,0,0,0,8,23,13.8888889,0,0,0,0,0,22.2222222,63.8888889
386,Municipio/TIOC,La Paz,Nor Yungas,Coripata,Urbana,16,0,0,0,0,0,0,4,12,0,0,0,0,0,0,25,75
387,Municipio/TIOC,La Paz,Nor Yungas,Coripata,Rural,20,5,0,0,0,0,0,4,11,25,0,0,0,0,0,20,55
388,Provincia,La Paz,Abel Iturralde,,Abel Iturralde,115,30,4,5,1,4,0,46,25,26.0869565,3.4782609,4.3478261,0.8695652,3.4782609,0,40,21.7391304
389,Provincia,La Paz,Abel Iturralde,,Urbana,47,23,3,4,1,0,0,8,8,48.9361702,6.3829787,8.5106383,2.1276596,0,0,17.0212766,17.0212766
390,Provincia,La Paz,Abel Iturralde,,Rural,68,7,1,1,0,4,0,38,17,10.2941176,1.4705882,1.4705882,0,5.8823529,0,55.8823529,25
391,Municipio/TIOC,La Paz,Abel Iturralde,Ixiamas,Ixiamas,89,26,2,5,1,4,0,40,11,29.2134831,2.247191,5.6179775,1.1235955,4.494382,0,44.9438202,12.3595506
392,Municipio/TIOC,La Paz,Abel Iturralde,Ixiamas,Urbana,41,22,2,4,1,0,0,7,5,53.6585366,4.8780488,9.7560976,2.4390244,0,0,17.0731707,12.195122
393,Municipio/TIOC,La Paz,Abel Iturralde,Ixiamas,Rural,48,4,0,1,0,4,0,33,6,8.3333333,0,2.0833333,0,8.3333333,0,68.75,12.5
394,Municipio/TIOC,La Paz,Abel Iturralde,San Buenaventura,San Buenaventura,26,4,2,0,0,0,0,6,14,15.3846154,7.6923077,0,0,0,0,23.0769231,53.8461538
395,Municipio/TIOC,La Paz,Abel Iturralde,San Buenaventura,Urbana,6,1,1,0,0,0,0,1,3,16.6666667,16.6666667,0,0,0,0,16.6666667,50
396,Municipio/TIOC,La Paz,Abel Iturralde,San Buenaventura,Rural,20,3,1,0,0,0,0,5,11,15,5,0,0,0,0,25,55
397,Provincia,La Paz,Bautista Saavedra,,Bautista Saavedra,28,6,2,1,0,0,0,12,7,21.4285714,7.1428571,3.5714286,0,0,0,42.8571429,25
